preds,labels
화자 에스디(SD)2001361: 결론은 맛집은 다 서울에 있다는 게 결론인 것 같다.,"두 화자는 이 대화에서 추천하고 싶은 맛집에 대해 말했습니다. SD2001361은 제주도 공항 인근의 갈치 조림 전문점, 전라도 지방 대부분 음식점, 충청 지역의 조개 구이와 새우 구이를 긍정적으로 평가한다고 답했습니다. SD2001362는 일식과 해물을 좋아한다고 말하며 강북이나 강남 지역에서 10만원 미만의 가격으로 오마카세나 초밥을 즐길 수 있는 가격 대비 맛이 좋은 일식 음식점을 추천했습니다. 그리고 노량진의 횟집, 인천 섬에 있는 맛집도 추천하고 싶다고 말했습니다."
화자 에스디(SD)2001362: 티브이 보면서 몇 번 이렇게 보면 기름에 튀기듯이 볶은 다음에 인제 간장이나 이런 멸치가 짠맛이 있으니 따로 간은 안 하고 기름에 튀길 듯이 볶는다.,"두 화자는 이 대화에서 집에서 자주 만들거나 자신 있는 요리에 대해 말했습니다. SD2001362는 주로 혼자 식사를 하므로 간단하게 먹을 수 있는 음식 종류를 많이 만든다고 말했습니다. 인터넷과 블로그에서 정보를 얻어 반찬을 만들거나 간편한 조리 식품에 야채를 추가하여 볶음밥 등을 만들어 먹는다고 말했습니다. 또한 화자는 과거 일본에서 유학한 경험이 있는데 일본식 가정 요리 전문점에서 아르바이트하며 계란말이를 만드는 방법을 익혔다고 말했고, 지금까지도 일본식 계란말이가 화자가 가장 자신 있게 만들 수 있는 요리라고 설명하며 요리 비법을 공유했습니다. SD2001361은 신랑과 먹을 때는 주로 재료부터 양념까지 모두 준비된 간편한 조리 식품을 자주 먹는 편이라고 말했습니다. 자녀를 위해서는 감바스나 꽃게 찜, 크림 스파게티, 오징어 볶음, 고기 구이 등을 자주 만드는 편이라고 말했습니다. 그리고 바삭바삭한 식감이 살아있는 멸치 볶음을 잘 만든다고 말하면서 만드는 비법을 소개했습니다."
화자 에스디(SD)2001363:까지 전단지 아르바이트(알바)를 했던 것이 생각난다.,"두 화자는 이 대화에서 아르바이트 경험과 만족스러웠던 아르바이트에 대해 말했습니다. SD2001365는 대학교 재학 당시 외상값을 갚기 위해 2,30가지의 아르바이트를 한 경험이 있다고 말했고, 연두와 파랑이라는 이사 업체에서 했던 아르바이트와 업무 이외에 외상이 발생했던 서빙 아르바이트 경험을 공유했습니다. 그리고 가장 만족스러웠던 아르바이트는 신규 입주 아파트에서 광고 안내 정보 패키지를 배포하는 업무였는데, 타 아르바이트에 비해 옷차림이나 외모에 조금 더 신경을 써야 했던 점은 있지만 예비 입주민들이 패키지를 잘 받아주는 편이었기 때문에 업무가 수월했었다고 설명했습니다. SD2001363은 골프장에서 무료로 골프를 치기 위해 골프장 아르바이트를 약 한 달 미만 정도 했던 경험이 있다고 말했습니다. 그리고 화자가 생각했을 때 가장 만족스러웠던 아르바이트는 전단지 배포 아르바이트로 업무 시간과 상관없이 할당 받은 전단지를 모두 나눠주면 급여가 지급되었기 때문이라고 말했습니다."
화자 에스디(SD)20011365는 어려운 일이나 하고 남자 50에 아르바이트(알바)를 알아보고 있으면 문제가 아니냐고 한다.,"두 화자는 이 대화에서 아르바이트 구직의 어려움에 대해 말했습니다. SD2001363은 스트레스에 취약한 체질이기 때문에 출퇴근 시간이 고정적이고 월급을 받는 아르바이트를 찾고 있었는데 화자의 나이로 인해 구직에 어려움을 겪고 있다고 말했습니다. 그리고 구직이 어려운 이유로 청년 인구를 포함한 구직자의 수가 너무 많지만, 일자리는 적기 때문에 화자처럼 나이가 많은 구직자에게는 기회가 잘 오지 않는 점과 더불어 최저 시급 인상을 들었습니다. SD2001365는 아르바이트 구직에 어려움을 겪는 상대방을 위해 화자의 배우자가 일하고 있는 초등학교 행정실 보조 업무 아르바이트를 추천했습니다. 더불어 최저 시급 이상이 보장되고 주휴 수당은 물론 식비와 교통비도 제공되는 점이 매우 큰 장점이라고 설명했습니다."
어릴 때는 여러 가지 꿈이 있었고 간호사도 되고 싶었는데 지금은 꿈을 키울 수 있는 계기가 되었다.,"두 화자는 이 대화에서 이루고 싶은 꿈과 목표에 대해 말했습니다. SD2001368은 코로나 이전까지 동네에서 운영하는 뮤지컬에 참여했던 경험을 토대로 뮤지컬 배우가 되는 것이 꿈이고, 앞으로도 나이가 들어서도 무대에 올라 사람들 앞에서 뮤지컬을 공연할 수 있는 사람이 되는 것이 꿈이라고 답했습니다. SD2001369는 최근 TV 프로그램에서 한 투자 회사 대표가 주식과 나라 발전의 상관 관계에 대해 설명하는 것을 우연히 본 뒤로 현실적인 꿈을 목표로 삼게 되었다고 말했습니다."
화자 에스디(SD)2001369:는 좀 정해진 목표 없이 하다가 흥미를 느끼는 분야에서 목표를 가지고 꿈을 가질 수 있다.,두 화자는 이 대화에서 자녀의 꿈에 대해 말했습니다. SD2001369는 자식에게 주식과 경제 관념에 대한 지식을 가르칠 생각을 해보고 있다고 말했습니다. 그리고 자녀가 어리기 때문에 자녀와 함께 꿈에 대한 이야기를 해 본 적은 없지만 자녀가 관심을 표현하는 부분에 대해 눈 여겨 볼 필요가 있다는 생각이 들었다고 답했습니다. SD2001368의 첫째 자녀는 한국 무용을 하는 것에 대한 꿈을 키우며 동아리 모임에도 참여하고 있다고 말했습니다. 그리고 둘째 자녀는 배우 김민석과 같은 영화 배우가 되고 싶다는 꿈을 가지고 있으며 네 살 때부터 연기 학원에 다니고 있다고 말했습니다. 이는 곧 엄마인 화자를 보며 자연스럽게 연기자나 무용수에 대한 꿈을 키우게 된 것 같다고 설명했습니다.
화자 에스디(SD)2001372:로 생각해 보면 안 좋게 막 됐고 지금까지는 안 끝났으니까 다행이지만 과 지금 중3으로 돌아갔으면 싸우진 않았을 것 같다.,두 화자는 이 대화에서 졸업 여행에 대한 기억과 당시에 아쉬웠던 점에 대해 말했습니다. SD2001371은 사소한 이유로 다투고 사이가 틀어진 친구들과의 관계가 아쉬움으로 남고 수학여행에서 그 친구들과 함께 어울려 놀았더라면 더 좋았을 것이라는 후회가 든다고 말했습니다. SD2001372는 개개인의 희망 사항이나 취향에 따라 각자 원하는 활동을 할 수 있도록 계획을 짜서 즐거운 시간을 보냈더라면 더 좋았을 거라고 말했습니다. 그리고 같은 반에 재학 중이던 한 친구와 다투는 바람에 함께 어울려 놀지 못한 것에 대한 후회와 아쉬움을 토로했습니다. 또한 중학교 2학년 때 떠났던 수학여행은 지나치게 단체 활동이 많았기 때문에 차라리 중학교 3학년의 졸업 여행이 더 나았다는 평가를 내렸습니다.
화자 에스디(sd)2001371:라서 내년에는 이과는 계속 반이 비슷할 거고 문과는 조금씩 달라지는데 조금 나랑 맞는 애들이 많이 있었으면 좋겠다.,"두 화자는 이 대화에서 친구 관계 고충에 대해 말했습니다. SD2001371은 친구 관계를 형성할 때 서로 안 맞는 부분에 대해 이해하지 못하고 싸움으로 이어지는 것을 이야기하면서 과거 친구들과 이러한 이유로 갈등을 맺었던 기억을 회상했습니다. 또한 작년 반이 이번 년도의 반보다는 더 나았다고 말했습니다. SD2001372는 현재 재학 중인 학교가 화자의 거주지와 다른 지역에 있기 때문에 반 친구들과 원만한 관계를 맺기 힘들다고 말했고, 친구들과 함께 아이스크림을 먹는 도중 친근하게 다가가기 어려웠던 경험을 말했습니다. 또한 작년에 같은 반이었던 친구들과의 관계에 대해서 화자는 친구들이 화자를 얕잡아 보며 만만하게 여기는 경향이 있었다고 말했고, 한 번 다툰 경험이 있는 친구들이 처음에는 몹시 싫었지만 시간이 흐른 지금은 크게 신경 쓰지 않는다고 설명했습니다."
화자 에스디(SD)2001407이 회사 생활을 하면서 지질하게 힘들게 살아가는 회사원이 마스크를 주음으로 썼다.,"두 화자는 이 대화에서 인상 깊었던 영화와 좋아하는 장르에 대해 말했습니다. SD2001406은 시대상을 반영하고 실화를 바탕으로 영화를 좋아하는 편이라고 말했고, 천재 여성 수학자가 주인공인 히든 피겨스라는 영화를 인상 깊게 봤으며 교훈과 감동을 얻어서 괜찮게 봤던 영화라고 말했습니다. 또 공상 과학 영화를 많이 좋아해 즐겨보고 동기부여가 되어 공대에 들어가 로봇 쪽 공부도 하게 되었다고 말했습니다. 그리고 코미디, SF, 드라마 장르도 좋아한다고 말했습니다. SD2001407은 고등학교 때 봤던 쇼생크 탈출과 트루먼 쇼가 인상 깊었다고 말했고, 스토리의 흐름도 좋았고 교훈도 얻었다고 말했습니다. 또 가리는 장르는 없으며 기분 전환을 위해서 액션을 많이 본다고 말했고, 그 중 어벤져스 시리즈를 가장 재미있게 봤다고 말했으며 스토리보다는 SF 기술력이 좋았다고 말했습니다. 코미디 장르 중엔 마스크라는 영화를 재밌게 봤다고 이야기했습니다."
화자 에스디(SD)2001412:가 좋은 생각이라고 한다.,"두 화자는 이 대화에서 프로 야구 순위와 각 구단의 상황에 대해 말했습니다. SD2001412는 시즌 초반만 해도 기아가 꼴찌를 할 거란 말이 많았지만, 지금 3위까지 됐다며 운 좋게 시즌 초반에 올라갔다고 말했습니다. 그리고 8월의 무더위에 노장 선수들이 무너지면 백업은 누가 할 것인지 걱정이 된다고 말했고, 기아만의 문제는 아닌 거 같다고 말했습니다. 또 올해의 프로야구를 생각해 보면 엔씨가 항상 상위권에는 있었어도 경험이 부족해서 우승 전력은 안 된다고 봤는데, 부상 선수가 많이 없기 때문에 1위를 하는 거 같다며 고무적인 상황인 거 같다고 말했습니다. 그리고 기아는 에이스인 양현종이 무너지면 다른 외국인 선수들이 언제까지 버텨줄까 하는 생각이 들고, 백업 선수들이 1군 경험이 많이 없기 때문에 위기 상황이 한번 올 거 같다고 말했습니다. SD2001413은 기아는 기존에 있던 주전들이 물갈이 되고 신입들이 들어오기 때문에 우승보다는 새롭게 올라오는 선수들의 장점을 키워줘야 하고, 우리나라 토종 투수들이 더 오래 뛸 수 있게 전반적인 관리 감독을 할 수 있는 리빌딩의 시작으로 봐야 한다고 말했습니다. 그래서 순위는 의미가 없고 새로운 전력을 구축하는 데 만족해야 한다고 말했습니다. 또 엔씨는 리그 들어온 지도 꽤 됐고 안정성이 어느 정도 갖춰진 팀이기 때문에 신생이 아니라고 본다고 말했습니다."
스포츠 전제는 전반적인 스포츠 스포츠 기반이 생기지 않을까 싶다.,두 화자는 이 대화에서 대한민국 스포츠의 문제점과 개선 방안에 대해 말했습니다. SD2001412는 큰 문제점 중 하나로 협회 문화를 말하며 학연과 지연에 연연해 종목별 차별이 생기는 것 같다고 이야기했습니다. 종목 간의 수당도 차이가 크게 나기 때문에 개선된 협회 문화들이 좋은 영향을 미쳐야 하지 않느냐고 생각한다고 말했습니다. 또 사실상 프로 스포츠는 팬이 없으면 운영을 할 수 없기 때문에 더 많은 자본을 투자하고 많은 관심을 끌어내기 위한 노력을 해야 전반적인 스포츠의 기반이 생길 것 같다고 말했습니다. SD2001413은 상대방의 의견에 동의하며 프로야구도 신인 선수를 발굴할 때 학연과 지연에 얽매이지 않고 실력만 바탕으로 뽑아야 한다고 말했습니다.
화자 에스디(SD)2002417:를 말고도 고등학교 때 얘기를 하자면 고3 때 윤리 선생님이 담임 선생님이셨는데 윤리를 싫어하는 과목 중의 하나였고 윤리를 싫어했다.,"두 화자는 이 대화에서 학교 생활 중 기억에 남는 일화에 대해 말했습니다.SD2002417은 비타 500 행사 이벤트에 본인의 학교가 당첨되어, 수지가 학교에 직접 와서 인터뷰도 하고 무대도 해줬던 기억이 있다고 말했습니다. 그리고 본인 학교 교복의 가장 큰 특징은 겨울 마이에 카라가 없는 것이고, 앙드레김 선생이 직접 디자인한 것이라고 이야기했습니다. SD2002418은 간호학과를 나온 후 고등학교와 같은 재단인 병원에 들어가서 일했는데, 이사장 횡령 사건으로 직원들이 임금도 못 받고 일했었던 일이 가장 기억에 남는다고 말했습니다. 고등학생 때 수학 선생님을 좋아했으며 겨울에 눈이 오면 미끄러워서 밧줄이 필요할 정도로 학교 언덕 경사가 심했다고 이야기했습니다."
화자 에스디(SD)2002417: 저랑은 조금 안 맞는다는 생각을 했고 부전공을 신방과를 했었는데 토론이 너무 많아서 별로였던 기억이 있다.,"두 화자는 이 대화에서 대학교 시절 전공과 경험에 대해서 이야기했습니다. SD2002418은 간호학과를 졸업했고 과 특성상 힘들었었다고 말했습니다. SD2002417은 대학 시절 기억에 남는 동아리로 농구 동아리에서 매니저를 했던 경험을 말했는데, 별로 좋은 기억은 아니었다고 말했습니다. 그리고 전공은 영문과였고 배우는 내용이 예상과 달라서 자기랑 안 맞는다고 생각했다고 말했습니다. 부전공은 신문방송학과였는데, 토론이 많아서 별로였던 기억이 있다고 이야기했습니다."
화자 에스디(sd)2001430: 앞으로 엔에엠(name1)이라고 하자 개인적인 행사가 있을 때는 현금을 주는 걸로 하고 현금을 주는 걸로 하라고 한다.,"두 화자는 이 대화에서 받고 싶은 선물과 기억에 남는 선물에 대해 말했습니다. SD2001430은 가장 기분 좋았던 선물은 예전에 받은 커플 반지라고 말했고, 가장 기억에 남는다고 말했습니다. 그리고 추가로 받고 싶은 선물은 엘지 노트북이라고 말하며 가벼워 효율이 좋을 것 같다고 말했고, 편하게 쓸 수 있는 현금도 좋을 것 같다고 말했습니다. SSD2001431은 상대방이 그동안 고생을 많이 했기 때문에 고가의 보석들을 선물해 주고 싶은 생각과 계획이 있다고 말했습니다. 그리고 잊지 못할 선물로는 예전에 받았던 빈폴 지갑이 기억을 제일 많이 남는다고 말하며 분실해서 아쉽다고 이야기했습니다."
화자 에스디(SD)2001431을 지금 생각에는 핸드폰도 가지고 있고 태블릿 피시 같은 경우에도 선물하면 좋아하기는 하겠지만 오래 쓰지는 않을 것 같고 본인이 제일 엑스(x) 가깝게 두고 애용할 수 있는 선물로는 갤럭시 버즈가 무선 이어폰이 좋을 것 같다.,"두 화자는 이 대화에서 가족들에게 주고 싶은 선물에 대해 말했습니다. SD2001430은 물질적인 거보다는 친정 가족끼리 하루 정도 나들이를 가서 맛있는 밥도 먹고 묵혀두었던 이야기도 하면서 오해나 서운한 감정들을 푸는 시간을 가지는 게 부모님께 드리고 싶은 선물이라고 말했습니다. SD2001431은 연세가 많으신 어머니를 위해 선물로 건강 보조제를 추천했고, 스피커나 마이크 그리고 빅스비 같은 대화 장치를 선물하면 심심함을 덜 수 있을 것 같아 좋을 것 같다고 말했습니다. 또 아들의 생일 선물로 평소 본인이 원하던 갤럭시 버즈를 생각 중인데 다른 원하는 선물이 있다면 그것을 주고 싶다고 이야기했습니다."
화자 에스디(SD)2001432: 딸은 의외로 엔에이엠(name) 딸처럼 엄마하고 같이 하는 것은 별로 시간도 안 맞고 같이 하지는 않고 서로 정보만 주고받고 있다.,"두 화자는 이 대화에서 가족들이 하는 운동에 대해 이야기했습니다. SD2001432는 남편이 요즘엔 가끔 당구를 치고, 바둑은 TV로 본다고 이야기 했습니다. 그리고 주말에 가끔 자기가 추진해서 남편과 같이 등산을 한다고 말했습니다. 또 딸은 스피닝, 헬스, PT를 했다고 말했습니다. SD2001433은 남편이 야구를 좋아해서 동호회를 만들어서 야구를 한다고 말했습니다. 아들인 둘째가 커서 야구를 좋아하면 아빠와 공감대가 형성되지 않을까 기대했었다고 이야기했습니다. 또 남편은 헬스도 하고 당구도 친다고 이야기했습니다."
화자 에스디(sd)2001432:면 엔에이엠(name) 씨도 헬스에 나하고 같이 관심사가 같다.,두 화자는 이 대화에서 하고 싶은 운동에 대해 말했습니다. SD2001432는 상대방에 하고 싶은 운동이 뭐가 있는지 물어보았습니다. 그리고 헬스가 좋은 운동이라고 생각한다고 이야기했습니다. SD2001433은 헬스를 다시 다니면서 자기 관리를 하고 싶다고 말했습니다. 그리고 골프는 부부가 함께 하면 좋은 운동이라고 생각한다며 배워보고 싶다고 이야기했습니다.
화자 에스디(SD)2001485: 아이템이 다양하다.,두 화자는 이 대화에서 키우고 싶은 반려 동물과 반려 동물을 키운 경험에 대해 말했습니다. SD2001484는 동물을 키우고 싶은 마음은 별로 없지만 혼자 있을 때 앵무새가 있으면 조금 덜 심심할 것 같아서 키워보고 싶다고 말했습니다. 그리고 명절 때 시골 집의 개를 돌봐준 적이 있고 직접 키운 적은 없다고 말했습니다. 그리고 집에 찾아온 길 고양이를 키워본 적이 있다고 말했습니다. 그래서 길 고양이들에 대해 완전히 헤아리진 못하지만 조금은 이해한다고 말했습니다. SD2001485는 반려 동물을 키우고 싶은 마음이 들 때도 있지만 자식처럼 키워야 한다고 생각하니 부담돼서 키울 자신이 없다고 말했습니다. 자녀들이 강아지를 좋아해서 키우자고 말했을 때는 강아지 대신 커다란 강아지 인형을 사준 적이 있다고 말했습니다. 그리고 자녀가 어렸을 때 친구 집에서 키우던 개를 데려와서 잠깐 키웠었는데 개 덩치가 너무 커 아이도 감당이 안 됐는지 스스로 다시 친구 집으로 보냈었다고 말했습니다.
화자 에스디(SD)2001484: 텔레비전에 보면 매일은 아니고 잊혀질만 하면 그런 뉴스가 나온다.,두 화자는 이 대화에서 버려지고 학대 받는 동물과 대책 마련에 대해 이야기했습니다. SD2001484는 반려동물과 관련된 법이 약하고 대책이 없어서 버려진 개가 많은 것 같다고 말했습니다. 그리고 앵무새는 강아지나 고양이에 비해 버려지는 경우가 드문 것 같다고 말했습니다. 그리고 외국에 있었을 때 개를 잡아먹거나 하면 벌을 심하게 줬는데 그거에 비하면 우리나라는 처벌이 너무 약하다고 말했습니다. 그래서 유기하는 행위에 대한 대책이 필요한 것 같다고 말했습니다. SD2001485는 학대 받는 동물 관련한 대책에 대해서 일반인이 할 수 있는 건 한계가 있고 전문가들이 해야 할 일이라고 말했습니다. 그리고 동물 학대하는 사람들을 보면 문제가 있는 것 같다고 말했습니다.
화자 에스디(SD)2001783:라도 다음에 아르바이트 공고가 또 올라온다면 그때는 조금 더 빨리 신청을 해보려고 한다.,"이 대화에서 화자들은 좋았던 아르바이트와 하고 싶은 아르바이트에 대해서 이야기 했습니다. SD2001782는 투표소에서 참관자 역할을 했던 아르바이트가 가장 좋았다고 말했습니다. 또한 놀이동산과 독서실에서 일을 해보고 싶지만 두 아르바이트 다 타 지역에서 해야 하기 도전하기 쉽지 않았고, 대학 졸업 하기 전에 꼭 한번 해보고 싶다고 말했습니다. 또 지역 축제에서 스태프로 일했을 때 축제의 뒷 이야기를 많이 알 수 있었고, 경험적으로도 도움이 되고 재미있던 아르바이트여서 다시 해보고 싶다고 말했습니다. SD2001783은 재작년에 초등학교 돌봄 교실에서 아르바이트를 했었고, 아이들이 귀엽고 하는 일에 비해 돈도 많이 받아 추천한다고 말했습니다. 해당 아르바이트를 8개월 동안 했었는데 공부에 영향이 가지 않았던 좋은 아르바이트였다고 말했습니다. 또 친구랑 같이 드론을 이용해 농약을 뿌리는 아르바이트를 신청했는데 선착순에 못 들어 떨어졌다며 다음에 기회가 되면 빨리 신청을 해보려 한다고 말했습니다."
12월부터 1월까지 했던 버스 안내 도우미가 재미있었다.,"이 대화에서 화자들은 힘들었던 손님과 아르바이트비 사용에 대해서 이야기했습니다. SD2001783은 종합 소득세 신고 도우미 아르바이트를 할 때 말을 이해하지 못하고 같은 질문을 하며 관련 없는 이야기를 하는 사람들을 응대하는 것이 가장 힘들었다고 말하며, 세무서 직원의 설명을 듣고 한 시간이 지나서야 다른 사람을 응대 할 수 있었다고 이야기했습니다. SD2001782는 아르바이트비는 저축을 하는 편이며 자신이 사고 싶은 것도 사고 적금이나 청약을 넣고 여유가 있을 땐 부모님께 드리는 편이라고 말했습니다."
화자 에스디(SD)2001794라서 반려동물을 키울 생각은 없다.,"이 대화에서 화자들은 반려 동물을 키운 경험과 앞으로 키우고 싶은 반려 동물에 대해 이야기했습니다.SD2001794는 현재 할머니 집 마당에서 진돗개를 키우고 있다고 말했습니다. 그리고 지금 키우는 진돗개를 떠나 보낼 생각하면 너무 슬퍼서, 다른 반려 동물을 키워볼 생각은 없다고 이야기했습니다. SD2001795는 15년 전에 우울증에 걸렸을 때 시츄를 키워본 적이 있다고 말했습니다. 앞으로 형편이 좋아지면 큰 개를 혼자 외롭지 않게 두 마리 키워보고 싶다 이야기했습니다."
화자 에스디(SD)2001795: 진돗개를 키웠는데 멀리서도 주인을 찾아와서 그런 건 못 봤는데 진돗개를 보신탕으로 먹어보긴 했다.,"이 대화에서 화자들은 고슴도치와 시각장애인 안내견에 대해 이야기했습니다. SD2001794는 고슴도치 같은 알려진 지식이 많이 없는 동물들을 키우는 건 위험하다 생각한다고 말했습니다. 또 시각장애인 안내견을 키우는 건 지금은 힘들 것 같다고 이야기했습니다. SD2001795는 고슴도치는 키우고 싶지 않다 말했습니다. 또 옆집에 사는 이웃이 시각장애인 안내견을 키우시는데, 그런 걸 보고 자기도 시각장애인 안내견을 한번 키워볼까 고민 중이라고 이야기했습니다."
예전에 미우새를 재방송으로 보니 이상민도 나왔었고 여러 가지 사업 문제 때문에 이슈가 많이 되었는데도 좋은 이미지로 다시 열심히 살고 노력하는 모습으로 티브이에 나오는 걸 보니 연예인들도 많은 노력을 하고 힘이 들어도 포기하지 않는 사람들도 있구나라는 생각이 들었다.,"이 대화에서 화자들은 연예인의 우울증과 자살, 악성 댓글에 대해 이야기했습니다. SD2002123은 악성 댓글이나 주위 부정적인 말 때문에 연예인들이 스트레스 받고 우울증에 걸리고 결국 자살까지 하는 일들을 보며 익명의 사람들이 하는 말이 너무 무섭구나 생각이 들었다고 말했습니다. 또 본인뿐 아니라 가족들도 얼마나 상처를 받았을까 싶어 많이 속상하다고 말했습니다. 그래서 연예인들에게도 응원의 말들이 많이 필요하겠다는 생각이 들었다고 이야기했습니다. SD2001805는 악성 댓글을 보고 연예인들이 우울증에 걸리고 극단적인 선택을 했다는 소식을 보면서 세상이 너무 무섭다는 생각이 들었고, 그렇게 사람을 죽음으로 몰아간 사람들은 도대체 왜 그럴까 생각을 많이 하게 된다고 이야기했습니다."
화자 에스디(SD)2002123이 유익이 되고 정보를 얻을 수 있는 프로그램들을 주로 찾아서 보는 편인 것 같다.,"이 대화에서 화자들은 자주 보는 TV 프로그램과 연예인에 대해 이야기했습니다. SD2002123은 요즘엔 골목 식당이나 맛있는 녀석들을 많이 본다고 말했습니다. 또 집에서 요리하는 시간도 많아지다 보니, 백종원의 프로그램을 보면서 요리 팁도 얻는다고 말했습니다. 그리고 자녀들이 반려견에 대한 프로그램을 좋아해서 같이 본다고 말했습니다. 마지막으로 집을 구해주는 프로그램을 보며 여러 종류의 집도 보고 관련한 정보들도 알게 되어 도움이 된다고 말했습니다. SD2001805는 요즘 예능 프로그램을 본다고 말했습니다. 예능 프로그램에 나오는 연예인들의 사생활과 성격을 보며 사람들이 평가하고 부족한 점을 보며 위로 받는 모습이 안타깝다고 말했습니다. 그러면서 그렇게 위로를 받을 수도 있지만 지켜줄 모습은 지켜줬으면 좋겠다고 말했습니다."
다른 하나의 무기로 또 다른 하나의 상호작용에 있어서 오히려 우위를 취할 수 있는 에스디(SD)2001822로 발전할 수 있게 된 거지만 자라면서 그것들이 정말 언제까지나 지고 살아야 되나라는 콤플렉스를 가지고 살았던 것 같다.,"이 대화에서 화자들은 자신의 외모 및 성격 콤플렉스에 대해 이야기했습니다. SD2001822는 자신에게 코가 크다는 콤플렉스가 있으며 키가 좀 더 컸으면 다르지 않았을까 하는 생각을 해봤다고 말했습니다. 성격 부분에서는 오기와 경쟁심이 강하여 지는 것을 좋아하지 않고 지게 되면 열등감을 많이 느끼게 되는 콤플렉스가 있다고 말했습니다. 또 부모님에게 언제나 좋은 아들이 되어야 하고, 손해를 봐도 자신의 의견을 말하지 못하고 져주는 좋은 사람 콤플렉스를 가지고 있다고 말했습니다. SD2001823은 보통 여자보다 키가 크고 어깨가 넓어 어릴 때 놀림을 받기도 해서 콤플렉스가 되었고 체형을 보완하는 옷을 입거나 살을 빼면서 극복하고 있다고 말했습니다. 성격 부분에서는 성급하고 경솔한 면이 있는 것이 자신의 단점이자 콤플렉스라고 말했습니다."
화자 에스디(SD)200182(SD2001822)는 공동체 안에서 살다 보면 그 안에서도 천재가 있고 꼴등이가 있고 꼴등이가 있어서 결국에는 못난 사람이 나오게 된다.,이 대화에서 화자들은 한국의 외모 콤플렉스에 대해 이야기했습니다. SD2001822는 해외에서는 마음이나 에티켓을 먼저 보는 편인데 한국은 외모를 먼저 보고 외모에 대한 편견이 심하다고 말했습니다. 외모 콤플렉스는 문화적인 정체성이 큰 영향을 끼친다는 생각을 갖고 있다고 말했습니다. SD2001823은 대부분의 여자들이 외모 콤플렉스를 가지고 있을 만큼 외국보다 한국이 외모 콤플렉스가 심하고 문화적으로 자리 잡혀 있다고 말했습니다. 외모에 대한 콤플렉스는 화장품 산업의 발달 등의 장점이 될 수 있지만 심한 다이어트와 성형을 하게 될 수 있기 때문에 조심해야 한다고 이야기했습니다. 굉장히 마른 체형을 가진 연예인들을 영상을 통해 많이 보게 되면서 외모에 대한 기준이 높아진다고 말했습니다. 또 서비스 직종에서 일할 때 키나 몸무게를 기입해야 하는 등 다른 사람의 시선을 신경 쓰기 때문에 외모 콤플렉스가 생긴다고 말했습니다.
화자 에스디(sd)2001827: 뷰티 쪽은 백화점 직원이 아니라 그 회사에서 백화점으로 파견하는 걸로 알고 있고 친구 중에 속옷 매장에서 아르바이트(알바) 하는 친구가 한 명 있고 단기로 봤는데 거의 다 식료 쪽이었는데 그쪽에서 보건증이 있어야 한다.,"이 대화에서 화자들은 지금까지 해봤던 아르바이트와 하고 싶은 아르바이트에 대해 이야기했습니다. SD2001826은 애슐리라는 뷔페에서 서빙 아르바이트를 했었다고 말했습니다. 아는 형의 바에서 일 했을 땐 팁을 받는 것이 좋았지만 퇴근 시간이 늦고 청소하는 것이 오래 걸려 좋지 않았다고 말했습니다. 또 단기로 운동 삼아 택배 아르바이트를 했었는데 부모님이 좋아하지 않아 그만 두었고, 영어 학원에서 초등학생을 가르치는 아르바이트를 가장 오래 했었다고 말했습니다. 스타벅스를 자주 방문하는데 직원들이 직접 음료를 만들어 먹는 것이 부러워 카페에서 일을 해보고 싶다고 말했습니다. 그리고 편의점에서 일했던 친구들이 진상 손님이 많다고 말한 것을 듣고 편의점 아르바이트는 하고 싶지 않다고 이야기했습니다. SD2001827은 서빙 아르바이트를 몇 번 해보았다고 말했습니다. 친구와 함께 찜닭 가게에서 일했을 땐 너무 힘들어서 부모님 핑계를 대고 그만두었고, 전집에서 단기 아르바이트를 했을 땐 가게가 작고 팁도 받아 좋았지만 부모님이 좋아하지 않으셔서 그만 두었다고 말했습니다. 그리고 파리바게뜨와 뚜레쥬르 같은 빵집이나 옷에 관심이 많아 옷 가게에서 일해보고 싶다고 이야기했습니다. 폐기되는 음식을 먹을 수 있는 편의점 아르바이트도 해보고 싶다고 말했습니다."
화자 에스디(SD)2001826이 손님께서는 가방이 좋은 제품이어서 방수가 되었는데 얼룩이 안 남아서 기분만 나쁘다.,"이 대화에서 화자들은 해 볼만한 아르바이트와 아르바이트 중 기억에 남는 일화에 대해 이야기했습니다. SD2001827은 패션에 관심이 있어 옷 가게에서 일해 보고 싶지만 코로나로 인해 아르바이트 구하기가 힘들다고 말했습니다. 처음 아르바이트를 할 때 매니저가 잦은 지적을 하고 사소한 것에 간섭했던 것이 기억에 남는다고 말했습니다. SD2001826은 패션에 관심이 있는 상대방에게 본인이 즐길 수 있거나 역량을 키울 수 있는 아르바이트를 하는 것이 좋을 것 같다고 말했습니다. 단기 아르바이트를 하고 싶지만 코로나로 인해 구하기가 어렵다고 이야기했습니다. 애슐리에서 일할 때 그릇을 치우던 쟁반을 손님의 가방에 엎었던 일이 있었는데, 무서워했던 매니저가 일을 처리해 줬던 기억이 있다고 말했습니다."
